INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,ICLEVEL,HIGHDEG,CONTROL,WOMENONLY,MENONLY,LOCALE,Tuition,Degree_Type,Ownership,Regions,Locales,Locale_Short
Hazelden Betty Ford Graduate School of Addiction Studies,4044300,4,,0.0,0.0,,,6118.0,PrivacySuppressed,PrivacySuppressed,,1,4,2,0.0,0.0,41.0,,Graduate,Private non-profit,Plains,Rural: Fringe,Rural
Hennepin Technical College,1049100,4,,0.4607,0.4453,,5843.0,7543.0,0.761764706,9500,76004.8,2,2,1,0.0,0.0,21.0,13965.0,Associates,Public,Plains,Suburb: Large,Suburb
Hibbing Community College,235500,4,,0.5323,0.5422,,3143.0,7701.0,0.738544474,9210,49031.51,2,2,1,0.0,0.0,33.0,9584.0,Associates,Public,Plains,Town: Remote,Town
Aveda Institute-Minneapolis,2123200,4,,0.2765,0.4819,,369.0,,0.729582577,6333,71721.99,3,1,3,0.0,0.0,11.0,17620.0,Certificate,Private for-profit,Plains,City: Large,City
Inver Hills Community College,974000,4,,0.3124,0.3342,,4304.0,7437.0,0.701098901,8250,77198.78,2,2,1,0.0,0.0,21.0,12391.0,Associates,Public,Plains,Suburb: Large,Suburb
Itasca Community College,235600,4,,0.4394,0.4411,,1033.0,7758.0,0.768041237,6794,51501.69,2,2,1,0.0,0.0,33.0,11930.0,Associates,Public,Plains,Town: Remote,Town
Luther Seminary,235700,4,,,,,,6263.0,,PrivacySuppressed,63225.53,1,4,2,0.0,0.0,11.0,,Graduate,Private non-profit,Plains,City: Large,City
Macalester College,235800,4,1358.0,0.1655,0.4433,0.39021558872305,1794.0,9658.0,0.929648241,21000,71692.75,1,3,2,0.0,0.0,11.0,24934.0,Bachelors,Private non-profit,Plains,City: Large,City
South Central College,553700,4,,0.4511,0.4836,,1613.0,7573.0,0.802666667,8750.5,59225.31,2,2,1,0.0,0.0,13.0,11367.0,Associates,Public,Plains,City: Small,City
Minnesota State University-Mankato,236000,4,1030.0,0.2816,0.5819,0.66627195579238,11165.0,8892.0,0.917948718,15000,66314.89,1,4,1,0.0,0.0,13.0,15178.0,Graduate,Public,Plains,City: Small,City
Mayo Clinic School of Medicine,1173200,4,,,,,,,PrivacySuppressed,7500,62262.3,1,4,2,0.0,0.0,12.0,,Graduate,Private non-profit,Plains,City: Midsize,City
Mayo Clinic School of Health Sciences,1173201,4,,0.0533,0.2213,,47.0,,PrivacySuppressed,7500,62262.3,1,4,2,0.0,0.0,12.0,,Graduate,Private non-profit,Plains,City: Midsize,City
Argosy University-Twin Cities,2179901,4,,0.4991,0.7556,,505.0,5568.0,0.63963964,12000,70553.21,1,4,3,0.0,0.0,13.0,20965.0,Graduate,Private for-profit,Plains,City: Small,City
Mesabi Range College,400900,4,,0.4237,0.4087,,,7662.0,0.647619048,8737,49941.22,2,2,1,0.0,0.0,33.0,6197.0,Associates,Public,Plains,Town: Remote,Town
Metropolitan State University,1037400,4,,0.4436,0.5198,1.0,5327.0,8786.0,0.764544832,13308,69981.95,1,4,1,0.0,0.0,11.0,15344.0,Graduate,Public,Plains,City: Large,City
University of Minnesota-Twin Cities,396900,4,1285.0,0.2026,0.4229,0.4428547095895,31824.0,11258.0,0.85026738,17390,70741.62,1,4,1,0.0,0.0,11.0,17015.0,Graduate,Public,Plains,City: Large,City
University of Minnesota-Crookston,406900,4,1026.0,0.2204,0.4018,0.76761207685269,2775.0,7009.0,0.858299595,13000,55080.02,1,3,1,0.0,0.0,32.0,13075.0,Bachelors,Public,Plains,Town: Distant,Town
Minneapolis Business College,464500,4,,0.6608,0.8590000000000001,,322.0,4305.0,0.698412698,11818,68009.81,2,2,3,0.0,0.0,21.0,15704.0,Associates,Private for-profit,Plains,Suburb: Large,Suburb
Minneapolis College of Art and Design,236500,4,1096.0,0.369,0.8408,0.6600719424460401,580.0,6759.0,0.831858407,20500,70094.27,1,4,2,0.0,0.0,11.0,25795.0,Graduate,Private non-profit,Plains,City: Large,City
Minneapolis Community and Technical College,236200,4,,0.5314,0.4643,,6363.0,7735.0,PrivacySuppressed,9500,60205.46,2,2,1,0.0,0.0,11.0,13059.0,Associates,Public,Plains,City: Large,City
Herzing University-Minneapolis,962108,4,,0.6198,0.8441,0.92670598146588,133.0,5756.0,0.529329609,10858,71504.15,1,3,3,0.0,0.0,21.0,21749.0,Bachelors,Private for-profit,Plains,Suburb: Large,Suburb
Minnesota School of Cosmetology-Woodbury Campus,2238100,4,,0.5502,0.6842,,28.0,,0.572254335,9893.5,70710.3,3,1,3,0.0,0.0,21.0,14479.0,Certificate,Private for-profit,Plains,Suburb: Large,Suburb
University of Minnesota-Duluth,238800,4,1109.0,0.2343,0.5713,0.7595679423923101,8400.0,7969.0,0.88128106,17325,68076.22,1,4,1,0.0,0.0,13.0,16551.0,Graduate,Public,Plains,City: Small,City
University of Minnesota-Morris,238900,4,1146.0,0.2807,0.495,0.5979552362531,1842.0,7003.0,0.870748299,12750,63548.87,1,3,1,0.0,0.0,33.0,13418.0,Bachelors,Public,Plains,Town: Remote,Town
Model College of Hair Design,983100,4,,0.411,0.5616,,90.0,,0.685483871,7139,59845.91,3,1,3,0.0,0.0,13.0,11758.0,Certificate,Private for-profit,Plains,City: Small,City
Minnesota State University Moorhead,236700,4,1049.0,0.3033,0.6158,0.7729581867917099,7044.0,8412.0,0.827852998,16671.5,54641.42,1,4,1,0.0,0.0,22.0,15240.0,Graduate,Public,Plains,Suburb: Midsize,Suburb
North Hennepin Community College,237000,4,,0.4327,0.416,,5261.0,7581.0,0.723684211,8250,76055.78,2,2,1,0.0,0.0,21.0,10738.0,Associates,Public,Plains,Suburb: Large,Suburb
National American University-Roseville,405708,4,,0.7652,0.875,,586.0,,0.663541667,14279.5,60277.72,1,3,3,0.0,0.0,21.0,,Bachelors,Private for-profit,Plains,Suburb: Large,Suburb
Normandale Community College,795400,4,,0.3433,0.319,,7347.0,7580.0,0.823834197,7413,78826.64,2,2,1,0.0,0.0,13.0,13013.0,Associates,Public,Plains,City: Small,City
North Central University,236900,4,1024.0,0.4052,0.6834,0.53501094091903,1168.0,6670.0,0.865979381,19422,65000.36,1,3,2,0.0,0.0,11.0,19196.0,Bachelors,Private non-profit,Plains,City: Large,City
Northland Community and Technical College,238500,4,,0.3189,0.4194,,1991.0,7483.0,0.767441861,9500,49463.44,2,2,1,0.0,0.0,33.0,11668.0,Associates,Public,Plains,Town: Remote,Town
University of Northwestern-St Paul,237100,4,1102.0,0.2216,0.4336,0.8677130044843,2081.0,6128.0,0.931484502,18500,70065.41,1,4,2,0.0,0.0,21.0,23664.0,Graduate,Private non-profit,Plains,Suburb: Large,Suburb
Northwestern Health Sciences University,1232800,4,,0.2479,0.4298,,9.0,5523.0,0.528571429,8200,65224.92,1,4,2,0.0,0.0,13.0,20491.0,Graduate,Private non-profit,Plains,City: Small,City
Oak Hills Christian College,999200,4,930.0,0.5887,0.6738,0.29104477611940005,150.0,4142.0,0.732142857,11000,53222.25,1,3,2,0.0,0.0,33.0,17400.0,Bachelors,Private non-profit,Plains,Town: Remote,Town
Pine Technical & Community College,553500,4,,0.4303,0.4312,,996.0,7381.0,0.754385965,11310,57708.09,2,2,1,0.0,0.0,33.0,10769.0,Associates,Public,Plains,Town: Remote,Town
Rainy River Community College,677500,4,,0.3169,0.2738,,617.0,7327.0,0.644444444,5000,50141.73,2,2,1,0.0,0.0,33.0,9908.0,Associates,Public,Plains,Town: Remote,Town
Rochester Community and Technical College,237300,4,,0.4038,0.4513,,4778.0,7664.0,0.800699301,8497.5,64397.56,2,2,1,0.0,0.0,12.0,15366.0,Associates,Public,Plains,City: Midsize,City
College of Saint Benedict,234100,4,1118.0,0.2401,0.6485,0.74139784946236,2024.0,8226.0,0.974048443,23250,70918.96,1,3,2,1.0,0.0,22.0,23305.0,Bachelors,Private non-profit,Plains,Suburb: Midsize,Suburb
St Cloud Technical and Community College,553400,4,,0.433,0.4923,,2949.0,7555.0,0.845454546,7746,60618.46,2,2,1,0.0,0.0,13.0,9705.0,Associates,Public,Plains,City: Small,City
Saint Cloud State University,237700,4,1030.0,0.295,0.4656,0.8620294599018,13949.0,8912.0,0.894056848,14000,66422.48,1,4,1,0.0,0.0,13.0,13786.0,Graduate,Public,Plains,City: Small,City
Saint Johns University,237900,4,1148.0,0.1923,0.6372,0.7408328154133001,1880.0,8130.0,0.962765957,24159,71469.52,1,4,2,0.0,1.0,41.0,22530.0,Graduate,Private non-profit,Plains,Rural: Fringe,Rural
Saint Mary's University of Minnesota,238000,4,1046.0,0.2516,0.5798,0.77608845888044,1693.0,6649.0,0.875,16570,70833.22,1,4,2,0.0,0.0,32.0,20200.0,Graduate,Private non-profit,Plains,Town: Distant,Town
St Olaf College,238200,4,1282.0,0.1496,0.4911,0.35966186765288005,3014.0,8685.0,0.923809524,26000,75732.77,1,3,2,0.0,0.0,32.0,23452.0,Bachelors,Private non-profit,Plains,Town: Distant,Town
Crown College,238300,4,1019.0,0.4942,0.7332,0.52946768060836,882.0,5084.0,0.876404494,14250,68899.21,1,4,2,0.0,0.0,41.0,21577.0,Graduate,Private non-profit,Plains,Rural: Fringe,Rural
The College of Saint Scholastica,234300,4,1067.0,0.3161,0.6736,0.6146558930064,1499.0,6866.0,0.900641026,18196,60287.14,1,4,2,0.0,0.0,13.0,21914.0,Graduate,Private non-profit,Plains,City: Small,City
University of St Thomas,234500,4,1202.0,0.1809,0.546,0.83958793230316,5469.0,9985.0,0.938461539,21500,76939.14,1,4,2,0.0,0.0,11.0,28374.0,Graduate,Private non-profit,Plains,City: Large,City
Empire Beauty School-Bloomington,1260603,4,,0.7039,0.733,,88.0,,0.261306533,8693,77261.17,3,1,3,0.0,0.0,13.0,13261.0,Certificate,Private for-profit,Plains,City: Small,City
St Catherine University,234200,4,1032.0,0.3861,0.7359,0.6738912970990301,3555.0,7006.0,0.82924614,22554.5,71786.79,1,4,2,1.0,0.0,11.0,23046.0,Graduate,Private non-profit,Plains,City: Large,City
Rasmussen College-Minnesota,869400,4,,0.4895,0.5572,,85.0,5400.0,0.598980065,10851.5,66941.62,1,3,3,0.0,0.0,13.0,16527.0,Bachelors,Private for-profit,Plains,City: Small,City
Saint Paul College,553300,4,,0.5836,0.4206,,5247.0,7509.0,0.670250896,8572,60253.58,2,2,1,0.0,0.0,11.0,12928.0,Associates,Public,Plains,City: Large,City
Southwest Minnesota State University,237500,4,1008.0,0.1308,0.2347,0.64033780427223,4148.0,8766.0,0.898876405,13500,56697.45,1,4,1,0.0,0.0,33.0,14909.0,Graduate,Public,Plains,Town: Remote,Town
Summit Academy Opportunities Industrialization Center,2260500,4,,0.4719,0.0,,30.0,,,PrivacySuppressed,56852.02,3,1,2,0.0,0.0,11.0,6937.0,Certificate,Private non-profit,Plains,City: Large,City
United Theological Seminary of the Twin Cities,238600,4,,,,,,5374.0,,PrivacySuppressed,,1,4,2,0.0,0.0,21.0,,Graduate,Private non-profit,Plains,Suburb: Large,Suburb
Vermilion Community College,235000,4,,0.3483,0.4719,,885.0,7636.0,0.803571429,8750,56463.98,2,2,1,0.0,0.0,33.0,11531.0,Associates,Public,Plains,Town: Remote,Town
Dunwoody College of Technology,464100,4,,0.4112,0.685,0.75288683602771,1059.0,5499.0,0.802631579,12000,72326.62,1,3,2,0.0,0.0,11.0,26239.0,Bachelors,Private non-profit,Plains,City: Large,City
Ridgewater College,525200,4,,0.3978,0.4436,,1886.0,7503.0,0.797413793,9363,56264.46,2,2,1,0.0,0.0,33.0,12175.0,Associates,Public,Plains,Town: Remote,Town
Minnesota State College Southeast,239300,4,,0.3891,0.4823,,619.0,7569.0,0.748868778,9500,58812.13,2,2,1,0.0,0.0,32.0,15182.0,Associates,Public,Plains,Town: Distant,Town
Winona State University,239400,4,1050.0,0.2631,0.6321,0.6246312684365699,6772.0,8270.0,0.916380298,17500,68678.3,1,4,1,0.0,0.0,32.0,17393.0,Graduate,Public,Plains,Town: Distant,Town
Mitchell Hamline School of Law,239100,4,,,,,,13481.0,PrivacySuppressed,PrivacySuppressed,67847.58,1,4,2,0.0,0.0,11.0,,Graduate,Private non-profit,Plains,City: Large,City
Century College,1054600,4,,0.4409,0.4129,,6937.0,7731.0,0.757831325,9500,72630.6,2,2,1,0.0,0.0,21.0,8931.0,Associates,Public,Plains,Suburb: Large,Suburb
Alcorn State University,239600,5,871.0,0.7661,0.818,0.80564784053156,2398.0,6639.0,0.473484849,19000,38329.94,1,4,1,0.0,0.0,43.0,14838.0,Graduate,Public,South East,Rural: Remote,Rural
Belhaven University,239700,5,,0.5674,0.7599,0.50802489354733,1429.0,5913.0,0.626427406,16000,57705.44,1,4,2,0.0,0.0,12.0,18756.0,Graduate,Private non-profit,South East,City: Midsize,City
Blue Mountain College,239800,5,990.0,0.4981,0.5904,0.99206349206349,371.0,4900.0,0.727272727,12000,44968.64,1,4,2,0.0,0.0,42.0,10978.0,Graduate,Private non-profit,South East,Rural: Distant,Rural
Chris Beauty College,2074900,5,,0.3768,0.0,,139.0,,,PrivacySuppressed,49437.48,3,1,3,0.0,0.0,13.0,14671.0,Certificate,Private for-profit,South East,City: Small,City
Coahoma Community College,240100,5,,0.8478,0.0,,277.0,4602.0,PrivacySuppressed,PrivacySuppressed,31725.82,2,2,1,0.0,0.0,41.0,2429.0,Associates,Public,South East,Rural: Fringe,Rural
Antonelli College-Jackson,1289101,5,,0.9144,0.9278,,215.0,3602.0,0.41025641,11021,46380.58,2,2,3,0.0,0.0,41.0,23299.0,Associates,Private for-profit,South East,Rural: Fringe,Rural
Copiah-Lincoln Community College,240200,5,,0.5669,0.1895,,1885.0,4502.0,0.460567823,3500,36781.58,2,2,1,0.0,0.0,42.0,3070.0,Associates,Public,South East,Rural: Distant,Rural
Delta Beauty College,2249900,5,,0.3425,0.0,,121.0,,,PrivacySuppressed,34441.99,2,1,3,0.0,0.0,33.0,7851.0,Certificate,Private for-profit,South East,Town: Remote,Town
Delta State University,240300,5,970.0,0.4262,0.5601,0.8698224852070999,3356.0,6312.0,0.70625,11250,39124.62,1,4,1,0.0,0.0,33.0,12840.0,Graduate,Public,South East,Town: Remote,Town
East Central Community College,240400,5,,0.5786,0.2398,,2291.0,3265.0,0.587878788,4774,38982.31,2,2,1,0.0,0.0,42.0,4853.0,Associates,Public,South East,Rural: Distant,Rural
East Mississippi Community College,240500,5,,0.6336,0.4156,,2534.0,5985.0,0.493006993,5500,39271.45,2,2,1,0.0,0.0,43.0,4253.0,Associates,Public,South East,Rural: Remote,Rural
Fosters Cosmetology College,2251700,5,,0.7179,0.5385,,32.0,,,9500,44016.16,3,1,3,0.0,0.0,41.0,15461.0,Certificate,Private for-profit,South East,Rural: Fringe,Rural
Academy of Hair Design-Grenada,2244305,5,,0.7385,0.3385,,40.0,,PrivacySuppressed,5100,41615.06,2,1,3,0.0,0.0,41.0,16484.0,Certificate,Private for-profit,South East,Rural: Fringe,Rural
Hinds Community College,240700,5,,0.8366,0.4587,,16032.0,5315.0,0.498098859,3912.5,46418.66,2,2,1,0.0,0.0,41.0,4902.0,Associates,Public,South East,Rural: Fringe,Rural
Holmes Community College,240800,5,,0.5379999999999999,0.1977,,3022.0,5947.0,0.524714829,3500,42093.69,2,2,1,0.0,0.0,42.0,4956.0,Associates,Public,South East,Rural: Distant,Rural
Itawamba Community College,240900,5,,0.5124,0.1947,,3467.0,6486.0,0.576530612,4600,43986.94,2,2,1,0.0,0.0,33.0,5502.0,Associates,Public,South East,Town: Remote,Town
Jackson State University,241000,5,910.0,0.6629,0.7468,0.6751711263223299,5471.0,6940.0,0.5,19000,43401.54,1,4,1,0.0,0.0,12.0,13142.0,Graduate,Public,South East,City: Midsize,City
Jones County Junior College,241100,5,,0.4435,0.0525,,4514.0,2012.0,0.543909348,4250,39498.72,2,2,1,0.0,0.0,32.0,5341.0,Associates,Public,South East,Town: Distant,Town
Meridian Community College,241300,5,,0.4699,0.1327,,3096.0,5146.0,0.528528529,3500,39785.2,2,2,1,0.0,0.0,33.0,6631.0,Associates,Public,South East,Town: Remote,Town
Millsaps College,241400,5,1163.0,0.2135,0.5508,0.5263877495214601,1193.0,7563.0,0.790697674,19500,56763.17,1,4,2,0.0,0.0,12.0,21209.0,Graduate,Private non-profit,South East,City: Midsize,City
Mississippi Delta Community College,241600,5,,0.7024,0.0,,2673.0,5469.0,,PrivacySuppressed,34157.58,2,2,1,0.0,0.0,33.0,2372.0,Associates,Public,South East,Town: Remote,Town
University of Mississippi,244000,5,1118.0,0.2661,0.4424,0.7872528932942,9608.0,8996.0,0.781808891,15000,53374.26,1,4,1,0.0,0.0,33.0,14284.0,Graduate,Public,South East,Town: Remote,Town
Mississippi University for Women,242200,5,1012.0,0.4832,0.5916,0.9612518628912,2660.0,6209.0,0.658256881,12500,43147.25,1,4,1,0.0,0.0,33.0,10874.0,Graduate,Public,South East,Town: Remote,Town
Mississippi Valley State University,242400,5,850.0,0.7183,0.8164,0.75670995670995,2358.0,5824.0,0.493506494,17000,34674.56,1,4,1,0.0,0.0,33.0,10880.0,Graduate,Public,South East,Town: Remote,Town
Mississippi College,241500,5,1106.0,0.3345,0.5409,0.8248212461695601,2440.0,7343.0,0.737012987,16750,52824.92,1,4,2,0.0,0.0,21.0,15375.0,Graduate,Private non-profit,South East,Suburb: Large,Suburb
Mississippi College of Beauty Culture,2302800,5,,0.6829,0.0,,40.0,,,PrivacySuppressed,39150.22,3,1,3,0.0,0.0,32.0,8655.0,Certificate,Private for-profit,South East,Town: Distant,Town
Mississippi Gulf Coast Community College,241700,5,,0.5259,0.2602,,8768.0,5378.0,0.618181818,5500,50402.22,2,2,1,0.0,0.0,42.0,5910.0,Associates,Public,South East,Rural: Distant,Rural
Mississippi State University,242300,5,1140.0,0.3261,0.4915,0.65241844769403,13307.0,8371.0,0.814939759,15000,46465.5,1,4,1,0.0,0.0,33.0,16035.0,Graduate,Public,South East,Town: Remote,Town
Northeast Mississippi Community College,242600,5,,0.6046,0.1979,,2796.0,5427.0,0.706896552,5500,41644.12,2,2,1,0.0,0.0,33.0,6427.0,Associates,Public,South East,Town: Remote,Town
Northwest Mississippi Community College,242700,5,,0.5705,0.212,,4776.0,5776.0,0.571794872,4460,48010.47,2,2,1,0.0,0.0,32.0,6134.0,Associates,Public,South East,Town: Distant,Town
Pearl River Community College,243000,5,,0.5268,0.1837,,1403.0,4755.0,0.529166667,4814,40910.57,2,2,1,0.0,0.0,43.0,1563.0,Associates,Public,South East,Rural: Remote,Rural
Rust College,243300,5,780.0,0.8941,0.9003,0.41492368569813,853.0,4757.0,0.491525424,11089,41256.82,1,3,2,0.0,0.0,32.0,9777.0,Bachelors,Private non-profit,South East,Town: Distant,Town
Southeastern Baptist College,243500,5,,0.2143,0.0,,11.0,2018.0,,PrivacySuppressed,40779.09,1,2,2,0.0,0.0,32.0,4877.0,Associates,Private non-profit,South East,Town: Distant,Town
Southwest Mississippi Community College,243600,5,,0.5971,0.0,,1651.0,6349.0,,PrivacySuppressed,35315.79,2,2,1,0.0,0.0,41.0,4592.0,Associates,Public,South East,Rural: Fringe,Rural
University of Southern Mississippi,244100,5,1049.0,0.4855,0.6269,0.58038372477671,12143.0,7573.0,0.742366412,15586.5,46990.98,1,4,1,0.0,0.0,13.0,12175.0,Graduate,Public,South East,City: Small,City
Magnolia College of Cosmetology,2320800,5,,0.6326,0.5302,,78.0,,0.244680851,5500,46960.46,3,1,3,0.0,0.0,12.0,13052.0,Certificate,Private for-profit,South East,City: Midsize,City
Tougaloo College,243900,5,844.0,0.9333,0.8611,0.3912106850495399,1000.0,4683.0,0.57037037,21380,44758.77,1,3,2,0.0,0.0,12.0,13117.0,Bachelors,Private non-profit,South East,City: Midsize,City
Wesley Biblical Seminary,2516200,5,,,,,,3667.0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,4,2,0.0,0.0,12.0,,Graduate,Private non-profit,South East,City: Midsize,City
William Carey University,244700,5,1071.0,0.6454,0.6999,0.5688836104513001,1715.0,5180.0,0.625242718,15000,45401.66,1,4,2,0.0,0.0,13.0,16557.0,Graduate,Private non-profit,South East,City: Small,City
Aquinas Institute of Theology,163200,4,,,,,,4350.0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,4,2,0.0,0.0,11.0,,Graduate,Private non-profit,Plains,City: Large,City
Assemblies of God Theological Seminary,246302,4,1064.0,,,0.6145552560646899,,7222.0,0.860849057,17636.5,55331.77,1,4,2,0.0,0.0,12.0,,Graduate,Private non-profit,Plains,City: Midsize,City
Avila University,244900,4,986.0,0.3959,0.6972,0.50891972249752,1123.0,6727.0,0.770226537,17760,67638.05,1,4,2,0.0,0.0,11.0,19608.0,Graduate,Private non-profit,Plains,City: Large,City
Baptist Bible College,1320800,4,,0.6025,0.6467,,799.0,4284.0,0.81512605,13000,54103.44,1,4,2,0.0,0.0,12.0,14328.0,Graduate,Private non-profit,Plains,City: Midsize,City
House of Heavilin Beauty College-Blue Springs,2277500,4,,0.5314,0.6114,,49.0,,PrivacySuppressed,7808.5,67775.29,3,1,3,0.0,0.0,21.0,14944.0,Certificate,Private for-profit,Plains,Suburb: Large,Suburb
Cox College,2068200,4,,0.4973,0.8154,0.59375,294.0,6410.0,0.82278481,17330,48211.36,1,4,2,0.0,0.0,12.0,22880.0,Graduate,Private non-profit,Plains,City: Midsize,City
Calvary University,245000,4,1010.0,0.5378,0.4756,0.94230769230769,224.0,3861.0,PrivacySuppressed,9750,59014.41,1,4,2,0.0,0.0,11.0,12620.0,Graduate,Private non-profit,Plains,City: Large,City
Cape Girardeau Career and Technology Center,553200,4,,0.6043,0.5799,,169.0,,0.692307692,9500,45946.14,2,1,1,0.0,0.0,13.0,3713.0,Certificate,Public,Plains,City: Small,City
Central Christian College of the Bible,2266400,4,985.0,0.5874,0.5734,0.3490813648293901,133.0,4914.0,0.72,8750,57236.66,1,3,2,0.0,0.0,32.0,10335.0,Bachelors,Private non-profit,Plains,Town: Distant,Town
Central Methodist University-College of Liberal Arts and Sciences,245300,4,1043.0,0.4211,0.7764,0.57684355616815,1172.0,5908.0,0.765536723,12439,49478.5,1,3,2,0.0,0.0,32.0,19513.0,Bachelors,Private non-profit,Plains,Town: Distant,Town
University of Central Missouri,245400,4,1010.0,0.3661,0.5877,0.7945205479451999,9150.0,7115.0,0.754231052,15000,57730.2,1,4,1,0.0,0.0,32.0,14794.0,Graduate,Public,Plains,Town: Distant,Town
Grand River Technical School,553100,4,,0.5728,0.0,0.75925925925925,77.0,,,PrivacySuppressed,42316.1,3,1,1,0.0,0.0,33.0,4788.0,Certificate,Public,Plains,Town: Remote,Town
Cleveland University-Kansas City,2090700,4,910.0,0.5,0.7708,0.75,76.0,5304.0,0.652173913,10500,61070.83,1,4,2,0.0,0.0,12.0,36435.0,Graduate,Private non-profit,Plains,City: Midsize,City
Columbia Area Career Center,2289200,4,,0.5942,0.7319,0.61290322580645,111.0,,PrivacySuppressed,6200,51493.94,3,1,1,0.0,0.0,12.0,17944.0,Certificate,Public,Plains,City: Midsize,City
Columbia College,245600,4,,0.5403,0.5572,,7797.0,7525.0,0.681791739,11107,56190.76,1,4,2,0.0,0.0,12.0,11549.0,Graduate,Private non-profit,Plains,City: Midsize,City
Conception Seminary College,246700,4,1145.0,0.3978,0.3118,1.0,93.0,4243.0,PrivacySuppressed,PrivacySuppressed,56643.16,1,3,2,0.0,1.0,42.0,27422.0,Bachelors,Private non-profit,Plains,Rural: Distant,Rural
Concordia Seminary,245700,4,,,,,,7904.0,,8000,PrivacySuppressed,1,4,2,0.0,0.0,21.0,,Graduate,Private non-profit,Plains,Suburb: Large,Suburb
Cottey College,245800,4,1049.0,0.4684,0.6245,0.7354368932038801,311.0,6310.0,0.793103448,8250,61289.57,1,3,2,1.0,0.0,33.0,17289.0,Bachelors,Private non-profit,Plains,Town: Remote,Town
Covenant Theological Seminary,470700,4,,,,,,7034.0,PrivacySuppressed,PrivacySuppressed,,1,4,2,0.0,0.0,21.0,,Graduate,Private non-profit,Plains,Suburb: Large,Suburb
